==============================================================================================================
 Медианный анализ по годам
 Сценарий: scenario_1 | Дата: 2026-05-23 02:59
==============================================================================================================

══════════════════════════════════════════════════════════════════════════════════════════════════════════════
Динамика медианных показателей (Калибровка 1950-2125)
══════════════════════════════════════════════════════════════════════════════════════════════════════════════

🔹 Метрика: PREVALENCE TOTAL PCT
--------------------------------------------------------------------------------------------------------------
Год    |      Медиана |   Δ к прошл. |     IQR (75-25) |            [Min - Max] | N runs
2118   |        2.500 |       +0.00 |        0.500 |            [0.0 - 0.0] |      2
2119   |        2.500 |       +0.00 |        0.500 |            [0.0 - 0.0] |      2
2120   |        2.500 |       +0.00 |        0.500 |            [0.0 - 0.0] |      2
2121   |        2.500 |       +0.00 |        0.500 |            [0.0 - 0.0] |      2
2122   |        2.500 |       +0.00 |        0.500 |            [0.0 - 0.0] |      2
2123   |        2.500 |       +0.00 |        0.500 |            [0.0 - 0.0] |      2
2124   |        2.000 |       -0.50 |        0.000 |            [0.0 - 0.0] |      2
2125   |        2.000 |       +0.00 |        0.000 |            [0.0 - 0.0] |      2

🔹 Метрика: M694V HOMO IN AFFECTED PCT
--------------------------------------------------------------------------------------------------------------
Год    |      Медиана |   Δ к прошл. |     IQR (75-25) |            [Min - Max] | N runs
--------------------------------------------------------------------------------------------------------------
1950   |        4.67% |            - |        0.33% |            [0.0 - 0.0] |      2
1951   |        2.17% |       -2.50% |        2.17% |            [0.0 - 0.0] |      2
1952   |        2.08% |       -0.09% |        2.08% |            [0.0 - 0.0] |      2
1953   |        2.08% |       +0.00% |        2.08% |            [0.0 - 0.0] |      2
1954   |        6.50% |       +4.42% |        1.50% |            [0.0 - 0.0] |      2
1955   |        6.67% |       +0.17% |        1.67% |            [0.0 - 0.0] |      2
1956   |        6.80% |       +0.13% |        1.54% |            [0.0 - 0.0] |      2
1957   |        6.23% |       -0.57% |        1.47% |            [0.0 - 0.0] |      2
1958   |        6.23% |       +0.00% |        1.47% |            [0.0 - 0.0] |      2
1959   |        6.02% |       -0.21% |        1.67% |            [0.0 - 0.0] |      2
1960   |        6.34% |       +0.32% |        1.99% |            [0.0 - 0.0] |      2
1961   |        8.35% |       +2.01% |        0.35% |            [0.0 - 0.0] |      2
1962   |        8.17% |       -0.18% |        0.17% |            [0.0 - 0.0] |      2
1963   |        8.00% |       -0.17% |        0.00% |            [0.0 - 0.0] |      2
1964   |        8.00% |       +0.00% |        0.00% |            [0.0 - 0.0] |      2
1965   |        8.00% |       +0.00% |        0.00% |            [0.0 - 0.0] |      2
1966   |        7.85% |       -0.15% |        0.15% |            [0.0 - 0.0] |      2
1967   |        7.55% |       -0.30% |        0.14% |            [0.0 - 0.0] |      2
1968   |        8.05% |       +0.50% |        0.64% |            [0.0 - 0.0] |      2
1969   |        7.92% |       -0.13% |        0.78% |            [0.0 - 0.0] |      2
1970   |        7.92% |       +0.00% |        0.78% |            [0.0 - 0.0] |      2
1971   |        8.19% |       +0.27% |        0.50% |            [0.0 - 0.0] |      2
1972   |        7.85% |       -0.35% |        0.15% |            [0.0 - 0.0] |      2
1973   |        7.87% |       +0.02% |        0.46% |            [0.0 - 0.0] |      2
1974   |        7.69% |       -0.18% |        0.00% |            [0.0 - 0.0] |      2
1975   |        7.55% |       -0.14% |        0.14% |            [0.0 - 0.0] |      2
1976   |        7.55% |       +0.00% |        0.14% |            [0.0 - 0.0] |      2
1977   |        7.57% |       +0.02% |        0.43% |            [0.0 - 0.0] |      2
1978   |        9.02% |       +1.45% |        1.33% |            [0.0 - 0.0] |      2
1979   |        9.20% |       +0.18% |        1.51% |            [0.0 - 0.0] |      2
1980   |        9.20% |       +0.00% |        1.51% |            [0.0 - 0.0] |      2
1981   |        9.40% |       +0.20% |        1.71% |            [0.0 - 0.0] |      2
1982   |        9.77% |       +0.37% |        1.77% |            [0.0 - 0.0] |      2
1983   |        9.17% |       -0.60% |        1.17% |            [0.0 - 0.0] |      2
1984   |        9.06% |       -0.11% |        1.65% |            [0.0 - 0.0] |      2
1985   |        8.88% |       -0.18% |        1.47% |            [0.0 - 0.0] |      2
1986   |        8.51% |       -0.37% |        1.84% |            [0.0 - 0.0] |      2
1987   |        8.40% |       -0.11% |        1.95% |            [0.0 - 0.0] |      2
1988   |       11.29% |       +2.89% |        4.84% |            [0.0 - 0.0] |      2
1989   |       11.40% |       +0.11% |        4.73% |            [0.0 - 0.0] |      2
1990   |       11.26% |       -0.14% |        4.36% |            [0.0 - 0.0] |      2
1991   |       11.78% |       +0.52% |        4.89% |            [0.0 - 0.0] |      2
1992   |       10.47% |       -1.31% |        6.77% |            [0.0 - 0.0] |      2
1993   |       10.62% |       +0.15% |        6.62% |            [0.0 - 0.0] |      2
1994   |       11.68% |       +1.06% |        7.68% |            [0.0 - 0.0] |      2
1995   |       11.68% |       +0.00% |        7.68% |            [0.0 - 0.0] |      2
1996   |       13.37% |       +1.70% |        9.21% |            [0.0 - 0.0] |      2
1997   |       13.46% |       +0.09% |        9.12% |            [0.0 - 0.0] |      2
1998   |       14.30% |       +0.83% |        9.95% |            [0.0 - 0.0] |      2
1999   |       13.02% |       -1.27% |        8.85% |            [0.0 - 0.0] |      2
2000   |       10.00% |       -3.02% |       10.00% |            [0.0 - 0.0] |      2
2001   |        9.38% |       -0.62% |        9.38% |            [0.0 - 0.0] |      2
2002   |        8.06% |       -1.31% |        8.06% |            [0.0 - 0.0] |      2
2003   |        8.06% |       +0.00% |        8.06% |            [0.0 - 0.0] |      2
2004   |        7.81% |       -0.25% |        7.81% |            [0.0 - 0.0] |      2
2005   |       10.00% |       +2.19% |       10.00% |            [0.0 - 0.0] |      2
2006   |       10.34% |       +0.34% |       10.34% |            [0.0 - 0.0] |      2
2007   |       10.71% |       +0.37% |       10.71% |            [0.0 - 0.0] |      2
2008   |       10.71% |       +0.00% |       10.71% |            [0.0 - 0.0] |      2
2009   |       10.00% |       -0.71% |       10.00% |            [0.0 - 0.0] |      2
2010   |       10.71% |       +0.71% |       10.71% |            [0.0 - 0.0] |      2
2011   |       13.10% |       +2.38% |        8.33% |            [0.0 - 0.0] |      2
2012   |       13.21% |       +0.12% |        8.21% |            [0.0 - 0.0] |      2
2013   |       15.83% |       +2.62% |       10.83% |            [0.0 - 0.0] |      2
2014   |       17.31% |       +1.48% |       12.31% |            [0.0 - 0.0] |      2
2015   |       18.46% |       +1.15% |        8.46% |            [0.0 - 0.0] |      2
2016   |       20.11% |       +1.64% |        5.82% |            [0.0 - 0.0] |      2
2017   |       20.39% |       +0.29% |        4.61% |            [0.0 - 0.0] |      2
2018   |       20.86% |       +0.46% |        5.07% |            [0.0 - 0.0] |      2
2019   |       21.36% |       +0.50% |        5.57% |            [0.0 - 0.0] |      2
2020   |       19.04% |       -2.32% |        4.04% |            [0.0 - 0.0] |      2
2021   |       20.11% |       +1.07% |        5.82% |            [0.0 - 0.0] |      2
2022   |       19.43% |       -0.67% |        3.64% |            [0.0 - 0.0] |      2
2023   |       17.09% |       -2.34% |        5.98% |            [0.0 - 0.0] |      2
2024   |       17.09% |       +0.00% |        5.98% |            [0.0 - 0.0] |      2
2025   |       14.81% |       -2.28% |        3.70% |            [0.0 - 0.0] |      2
2026   |       14.22% |       -0.60% |        2.45% |            [0.0 - 0.0] |      2
2027   |       12.77% |       -1.44% |        0.27% |            [0.0 - 0.0] |      2
2028   |       12.40% |       -0.37% |        0.64% |            [0.0 - 0.0] |      2
2029   |       12.08% |       -0.33% |        0.97% |            [0.0 - 0.0] |      2
2030   |       10.32% |       -1.76% |        0.79% |            [0.0 - 0.0] |      2
2031   |       10.80% |       +0.48% |        1.70% |            [0.0 - 0.0] |      2
2032   |       12.77% |       +1.98% |        0.27% |            [0.0 - 0.0] |      2
2033   |       13.07% |       +0.30% |        0.57% |            [0.0 - 0.0] |      2
2034   |       14.21% |       +1.15% |        1.17% |            [0.0 - 0.0] |      2
2035   |       13.96% |       -0.25% |        0.32% |            [0.0 - 0.0] |      2
2036   |       14.51% |       +0.55% |        0.87% |            [0.0 - 0.0] |      2
2037   |       13.96% |       -0.55% |        0.32% |            [0.0 - 0.0] |      2
2038   |       15.91% |       +1.95% |        2.27% |            [0.0 - 0.0] |      2
2039   |       15.91% |       +0.00% |        2.27% |            [0.0 - 0.0] |      2
2040   |       15.91% |       +0.00% |        2.27% |            [0.0 - 0.0] |      2
2041   |       15.15% |       -0.76% |        1.52% |            [0.0 - 0.0] |      2
2042   |       15.91% |       +0.76% |        2.27% |            [0.0 - 0.0] |      2
2043   |       15.91% |       +0.00% |        2.27% |            [0.0 - 0.0] |      2
2044   |       11.82% |       -4.09% |        1.82% |            [0.0 - 0.0] |      2
2045   |       15.91% |       +4.09% |        2.27% |            [0.0 - 0.0] |      2
2046   |       16.99% |       +1.08% |        1.20% |            [0.0 - 0.0] |      2
2047   |       17.42% |       +0.44% |        0.76% |            [0.0 - 0.0] |      2
2048   |       18.82% |       +1.40% |        1.18% |            [0.0 - 0.0] |      2
2049   |       19.38% |       +0.55% |        0.62% |            [0.0 - 0.0] |      2
2050   |       18.47% |       -0.91% |        0.28% |            [0.0 - 0.0] |      2
2051   |       18.82% |       +0.36% |        1.18% |            [0.0 - 0.0] |      2
2052   |       20.49% |       +1.66% |        1.74% |            [0.0 - 0.0] |      2
2053   |       21.88% |       +1.39% |        3.12% |            [0.0 - 0.0] |      2
2054   |       19.64% |       -2.23% |        5.36% |            [0.0 - 0.0] |      2
2055   |       19.64% |       +0.00% |        5.36% |            [0.0 - 0.0] |      2
2056   |       20.19% |       +0.55% |        4.81% |            [0.0 - 0.0] |      2
2057   |       14.84% |       -5.36% |        0.55% |            [0.0 - 0.0] |      2
2058   |       15.48% |       +0.64% |        1.19% |            [0.0 - 0.0] |      2
2059   |       17.42% |       +1.95% |        0.76% |            [0.0 - 0.0] |      2
2060   |       16.67% |       -0.76% |        0.00% |            [0.0 - 0.0] |      2
2061   |       19.09% |       +2.42% |        0.91% |            [0.0 - 0.0] |      2
2062   |       14.55% |       -4.55% |        5.45% |            [0.0 - 0.0] |      2
2063   |       12.88% |       -1.67% |        3.79% |            [0.0 - 0.0] |      2
2064   |       13.89% |       +1.01% |        2.78% |            [0.0 - 0.0] |      2
2065   |       13.89% |       +0.00% |        2.78% |            [0.0 - 0.0] |      2
2066   |       19.44% |       +5.56% |        2.78% |            [0.0 - 0.0] |      2
2067   |       14.58% |       -4.86% |        2.08% |            [0.0 - 0.0] |      2
2068   |       14.58% |       +0.00% |        2.08% |            [0.0 - 0.0] |      2
2069   |       15.56% |       +0.97% |        4.44% |            [0.0 - 0.0] |      2
2070   |       18.06% |       +2.50% |        6.94% |            [0.0 - 0.0] |      2
2071   |       16.25% |       -1.81% |        3.75% |            [0.0 - 0.0] |      2
2072   |       18.06% |       +1.81% |        6.94% |            [0.0 - 0.0] |      2
2073   |       18.06% |       +0.00% |        6.94% |            [0.0 - 0.0] |      2
2074   |       18.75% |       +0.69% |        6.25% |            [0.0 - 0.0] |      2
2075   |        6.25% |      -12.50% |        6.25% |            [0.0 - 0.0] |      2
2076   |        6.25% |       +0.00% |        6.25% |            [0.0 - 0.0] |      2
2077   |        6.25% |       +0.00% |        6.25% |            [0.0 - 0.0] |      2
2078   |        6.25% |       +0.00% |        6.25% |            [0.0 - 0.0] |      2
2079   |        5.56% |       -0.69% |        5.56% |            [0.0 - 0.0] |      2
2080   |        5.56% |       +0.00% |        5.56% |            [0.0 - 0.0] |      2
2081   |        5.56% |       +0.00% |        5.56% |            [0.0 - 0.0] |      2
2082   |        5.56% |       +0.00% |        5.56% |            [0.0 - 0.0] |      2
2083   |        5.56% |       +0.00% |        5.56% |            [0.0 - 0.0] |      2
2084   |        7.14% |       +1.59% |        7.14% |            [0.0 - 0.0] |      2
2085   |        7.14% |       +0.00% |        7.14% |            [0.0 - 0.0] |      2
2086   |       23.81% |      +16.67% |        9.52% |            [0.0 - 0.0] |      2
2087   |       23.81% |       +0.00% |        9.52% |            [0.0 - 0.0] |      2
2088   |       22.92% |       -0.89% |       10.42% |            [0.0 - 0.0] |      2
2089   |       23.81% |       +0.89% |        9.52% |            [0.0 - 0.0] |      2
2090   |       23.81% |       +0.00% |        9.52% |            [0.0 - 0.0] |      2
2091   |       23.81% |       +0.00% |        9.52% |            [0.0 - 0.0] |      2
2092   |       23.81% |       +0.00% |        9.52% |            [0.0 - 0.0] |      2
2093   |       23.81% |       +0.00% |        9.52% |            [0.0 - 0.0] |      2
2094   |       23.81% |       +0.00% |        9.52% |            [0.0 - 0.0] |      2
2095   |       19.64% |       -4.17% |        5.36% |            [0.0 - 0.0] |      2
2096   |       19.64% |       +0.00% |        5.36% |            [0.0 - 0.0] |      2
2097   |       17.14% |       -2.50% |        2.86% |            [0.0 - 0.0] |      2
2098   |       19.64% |       +2.50% |        5.36% |            [0.0 - 0.0] |      2
2099   |       22.50% |       +2.86% |        2.50% |            [0.0 - 0.0] |      2
2100   |       20.83% |       -1.67% |        4.17% |            [0.0 - 0.0] |      2
2101   |       20.83% |       +0.00% |        4.17% |            [0.0 - 0.0] |      2
2102   |       20.83% |       +0.00% |        4.17% |            [0.0 - 0.0] |      2
2103   |       25.00% |       +4.17% |        8.33% |            [0.0 - 0.0] |      2
2104   |       26.67% |       +1.67% |        6.67% |            [0.0 - 0.0] |      2
2105   |       26.67% |       +0.00% |        6.67% |            [0.0 - 0.0] |      2
2106   |       22.50% |       -4.17% |        2.50% |            [0.0 - 0.0] |      2
2107   |       22.50% |       +0.00% |        2.50% |            [0.0 - 0.0] |      2
2108   |       25.00% |       +2.50% |        0.00% |            [0.0 - 0.0] |      2
2109   |       25.00% |       +0.00% |        0.00% |            [0.0 - 0.0] |      2
2110   |       25.00% |       +0.00% |        0.00% |            [0.0 - 0.0] |      2
2111   |       20.00% |       -5.00% |        0.00% |            [0.0 - 0.0] |      2
2112   |       20.00% |       +0.00% |        0.00% |            [0.0 - 0.0] |      2
2113   |       20.00% |       +0.00% |        0.00% |            [0.0 - 0.0] |      2
2114   |        8.33% |      -11.67% |        8.33% |            [0.0 - 0.0] |      2
2115   |        8.33% |       +0.00% |        8.33% |            [0.0 - 0.0] |      2
2116   |        0.00% |       -8.33% |        0.00% |            [0.0 - 0.0] |      2
2117   |        0.00% |            - |        0.00% |            [0.0 - 0.0] |      2
2118   |        0.00% |            - |        0.00% |            [0.0 - 0.0] |      2
2119   |        0.00% |            - |        0.00% |            [0.0 - 0.0] |      2
2120   |        0.00% |            - |        0.00% |            [0.0 - 0.0] |      2
2121   |        0.00% |            - |        0.00% |            [0.0 - 0.0] |      2
2122   |        0.00% |            - |        0.00% |            [0.0 - 0.0] |      2
2123   |        0.00% |            - |        0.00% |            [0.0 - 0.0] |      2
2124   |        0.00% |            - |        0.00% |            [0.0 - 0.0] |      2
2125   |        0.00% |            - |        0.00% |            [0.0 - 0.0] |      2

🔹 Метрика: COMPOUND IN AFFECTED PCT
--------------------------------------------------------------------------------------------------------------
Год    |      Медиана |   Δ к прошл. |     IQR (75-25) |            [Min - Max] | N runs
--------------------------------------------------------------------------------------------------------------
1950   |       50.76% |            - |        5.76% |            [0.0 - 0.0] |      2
1951   |       48.85% |       -1.91% |        7.67% |            [0.0 - 0.0] |      2
1952   |       52.08% |       +3.23% |        2.08% |            [0.0 - 0.0] |      2
1953   |       52.08% |       +0.00% |        2.08% |            [0.0 - 0.0] |      2
1954   |       51.00% |       -1.08% |        1.00% |            [0.0 - 0.0] |      2
1955   |       50.00% |       -1.00% |        0.00% |            [0.0 - 0.0] |      2
1956   |       48.68% |       -1.32% |        1.32% |            [0.0 - 0.0] |      2
1957   |       51.19% |       +2.51% |        1.19% |            [0.0 - 0.0] |      2
1958   |       51.19% |       +0.00% |        1.19% |            [0.0 - 0.0] |      2
1959   |       53.01% |       +1.82% |        0.84% |            [0.0 - 0.0] |      2
1960   |       53.17% |       +0.16% |        1.00% |            [0.0 - 0.0] |      2
1961   |       51.91% |       -1.26% |        4.09% |            [0.0 - 0.0] |      2
1962   |       53.08% |       +1.17% |        1.08% |            [0.0 - 0.0] |      2
1963   |       50.00% |       -3.08% |        2.00% |            [0.0 - 0.0] |      2
1964   |       50.00% |       +0.00% |        2.00% |            [0.0 - 0.0] |      2
1965   |       50.00% |       +0.00% |        2.00% |            [0.0 - 0.0] |      2
1966   |       50.92% |       +0.92% |        2.92% |            [0.0 - 0.0] |      2
1967   |       52.71% |       +1.78% |        6.55% |            [0.0 - 0.0] |      2
1968   |       51.37% |       -1.34% |        7.89% |            [0.0 - 0.0] |      2
1969   |       52.10% |       +0.73% |        8.62% |            [0.0 - 0.0] |      2
1970   |       52.10% |       +0.00% |        8.62% |            [0.0 - 0.0] |      2
1971   |       50.59% |       -1.51% |        7.11% |            [0.0 - 0.0] |      2
1972   |       48.85% |       -1.74% |        8.85% |            [0.0 - 0.0] |      2
1973   |       48.61% |       -0.24% |        6.94% |            [0.0 - 0.0] |      2
1974   |       50.00% |       +1.39% |        3.85% |            [0.0 - 0.0] |      2
1975   |       49.00% |       -1.00% |        2.85% |            [0.0 - 0.0] |      2
1976   |       49.00% |       +0.00% |        2.85% |            [0.0 - 0.0] |      2
1977   |       52.79% |       +3.78% |        0.79% |            [0.0 - 0.0] |      2
1978   |       51.06% |       -1.72% |        2.79% |            [0.0 - 0.0] |      2
1979   |       50.14% |       -0.92% |        3.71% |            [0.0 - 0.0] |      2
1980   |       50.14% |       +0.00% |        3.71% |            [0.0 - 0.0] |      2
1981   |       51.00% |       +0.86% |        2.85% |            [0.0 - 0.0] |      2
1982   |       53.00% |       +2.00% |        3.00% |            [0.0 - 0.0] |      2
1983   |       57.31% |       +4.31% |        1.31% |            [0.0 - 0.0] |      2
1984   |       58.13% |       +0.82% |        2.58% |            [0.0 - 0.0] |      2
1985   |       56.96% |       -1.17% |        5.11% |            [0.0 - 0.0] |      2
1986   |       59.37% |       +2.41% |        2.70% |            [0.0 - 0.0] |      2
1987   |       61.79% |       +2.42% |        3.73% |            [0.0 - 0.0] |      2
1988   |       61.29% |       -0.50% |        0.00% |            [0.0 - 0.0] |      2
1989   |       62.31% |       +1.02% |        1.02% |            [0.0 - 0.0] |      2
1990   |       64.01% |       +1.70% |        1.51% |            [0.0 - 0.0] |      2
1991   |       67.82% |       +3.81% |        1.15% |            [0.0 - 0.0] |      2
1992   |       67.94% |       +0.13% |        2.43% |            [0.0 - 0.0] |      2
1993   |       68.76% |       +0.81% |        3.24% |            [0.0 - 0.0] |      2
1994   |       71.87% |       +3.11% |        4.13% |            [0.0 - 0.0] |      2
1995   |       71.87% |       +0.00% |        4.13% |            [0.0 - 0.0] |      2
1996   |       69.76% |       -2.11% |        5.24% |            [0.0 - 0.0] |      2
1997   |       69.21% |       -0.54% |        4.70% |            [0.0 - 0.0] |      2
1998   |       68.77% |       -0.44% |        5.14% |            [0.0 - 0.0] |      2
1999   |       68.23% |       -0.55% |        2.60% |            [0.0 - 0.0] |      2
2000   |       71.43% |       +3.20% |        4.76% |            [0.0 - 0.0] |      2
2001   |       73.01% |       +1.58% |        4.26% |            [0.0 - 0.0] |      2
2002   |       75.98% |       +2.96% |        8.23% |            [0.0 - 0.0] |      2
2003   |       72.26% |       -3.72% |        7.74% |            [0.0 - 0.0] |      2
2004   |       71.25% |       -1.01% |        8.75% |            [0.0 - 0.0] |      2
2005   |       70.00% |       -1.25% |       13.33% |            [0.0 - 0.0] |      2
2006   |       69.69% |       -0.31% |       14.52% |            [0.0 - 0.0] |      2
2007   |       69.29% |       -0.41% |       15.71% |            [0.0 - 0.0] |      2
2008   |       71.52% |       +2.24% |       17.95% |            [0.0 - 0.0] |      2
2009   |       73.07% |       +1.55% |       16.40% |            [0.0 - 0.0] |      2
2010   |       71.07% |       -2.00% |       13.93% |            [0.0 - 0.0] |      2
2011   |       67.26% |       -3.81% |       13.69% |            [0.0 - 0.0] |      2
2012   |       66.79% |       -0.48% |       13.21% |            [0.0 - 0.0] |      2
2013   |       65.00% |       -1.79% |       15.00% |            [0.0 - 0.0] |      2
2014   |       59.72% |       -5.28% |       15.28% |            [0.0 - 0.0] |      2
2015   |       58.08% |       -1.65% |       11.92% |            [0.0 - 0.0] |      2
2016   |       57.41% |       -0.67% |        9.26% |            [0.0 - 0.0] |      2
2017   |       54.79% |       -2.61% |        8.36% |            [0.0 - 0.0] |      2
2018   |       53.80% |       -0.99% |        9.36% |            [0.0 - 0.0] |      2
2019   |       54.66% |       +0.85% |        8.50% |            [0.0 - 0.0] |      2
2020   |       55.00% |       +0.34% |        5.00% |            [0.0 - 0.0] |      2
2021   |       55.03% |       +0.03% |        6.88% |            [0.0 - 0.0] |      2
2022   |       55.87% |       +0.84% |        2.02% |            [0.0 - 0.0] |      2
2023   |       57.48% |       +1.61% |        3.63% |            [0.0 - 0.0] |      2
2024   |       57.48% |       +0.00% |        3.63% |            [0.0 - 0.0] |      2
2025   |       60.19% |       +2.71% |        0.93% |            [0.0 - 0.0] |      2
2026   |       65.69% |       +5.50% |        0.98% |            [0.0 - 0.0] |      2
2027   |       69.16% |       +3.47% |        0.41% |            [0.0 - 0.0] |      2
2028   |       70.08% |       +0.92% |        0.51% |            [0.0 - 0.0] |      2
2029   |       70.89% |       +0.82% |        1.33% |            [0.0 - 0.0] |      2
2030   |       74.21% |       +3.31% |        1.98% |            [0.0 - 0.0] |      2
2031   |       70.74% |       -3.47% |        1.99% |            [0.0 - 0.0] |      2
2032   |       69.16% |       -1.58% |        0.41% |            [0.0 - 0.0] |      2
2033   |       66.19% |       -2.96% |        2.56% |            [0.0 - 0.0] |      2
2034   |       63.38% |       -2.82% |        1.84% |            [0.0 - 0.0] |      2
2035   |       61.69% |       -1.69% |        2.60% |            [0.0 - 0.0] |      2
2036   |       64.16% |       +2.47% |        5.07% |            [0.0 - 0.0] |      2
2037   |       61.69% |       -2.47% |        2.60% |            [0.0 - 0.0] |      2
2038   |       61.36% |       -0.32% |        2.27% |            [0.0 - 0.0] |      2
2039   |       61.36% |       +0.00% |        2.27% |            [0.0 - 0.0] |      2
2040   |       61.36% |       +0.00% |        2.27% |            [0.0 - 0.0] |      2
2041   |       62.88% |       +1.52% |        3.79% |            [0.0 - 0.0] |      2
2042   |       61.36% |       -1.52% |        2.27% |            [0.0 - 0.0] |      2
2043   |       61.36% |       +0.00% |        2.27% |            [0.0 - 0.0] |      2
2044   |       64.55% |       +3.18% |        5.45% |            [0.0 - 0.0] |      2
2045   |       61.36% |       -3.18% |        2.27% |            [0.0 - 0.0] |      2
2046   |       60.77% |       -0.60% |        2.87% |            [0.0 - 0.0] |      2
2047   |       62.37% |       +1.61% |        1.26% |            [0.0 - 0.0] |      2
2048   |       59.41% |       -2.96% |        0.59% |            [0.0 - 0.0] |      2
2049   |       58.12% |       -1.29% |        1.88% |            [0.0 - 0.0] |      2
2050   |       55.40% |       -2.73% |        0.85% |            [0.0 - 0.0] |      2
2051   |       54.41% |       -0.99% |        4.41% |            [0.0 - 0.0] |      2
2052   |       50.35% |       -4.06% |        5.90% |            [0.0 - 0.0] |      2
2053   |       46.88% |       -3.47% |        9.38% |            [0.0 - 0.0] |      2
2054   |       50.89% |       +4.02% |       13.39% |            [0.0 - 0.0] |      2
2055   |       47.32% |       -3.57% |        9.82% |            [0.0 - 0.0] |      2
2056   |       45.67% |       -1.65% |        8.17% |            [0.0 - 0.0] |      2
2057   |       48.35% |       +2.68% |        5.49% |            [0.0 - 0.0] |      2
2058   |       46.43% |       -1.92% |        3.57% |            [0.0 - 0.0] |      2
2059   |       39.39% |       -7.03% |        6.06% |            [0.0 - 0.0] |      2
2060   |       41.67% |       +2.27% |        8.33% |            [0.0 - 0.0] |      2
2061   |       47.27% |       +5.61% |        7.27% |            [0.0 - 0.0] |      2
2062   |       51.82% |       +4.55% |       11.82% |            [0.0 - 0.0] |      2
2063   |       56.82% |       +5.00% |        6.82% |            [0.0 - 0.0] |      2
2064   |       52.78% |       -4.04% |        2.78% |            [0.0 - 0.0] |      2
2065   |       52.78% |       +0.00% |        2.78% |            [0.0 - 0.0] |      2
2066   |       52.78% |       +0.00% |        2.78% |            [0.0 - 0.0] |      2
2067   |       56.25% |       +3.47% |        6.25% |            [0.0 - 0.0] |      2
2068   |       56.25% |       +0.00% |        6.25% |            [0.0 - 0.0] |      2
2069   |       47.78% |       -8.47% |        7.78% |            [0.0 - 0.0] |      2
2070   |       40.28% |       -7.50% |       15.28% |            [0.0 - 0.0] |      2
2071   |       51.25% |      +10.97% |       11.25% |            [0.0 - 0.0] |      2
2072   |       58.33% |       +7.08% |        8.33% |            [0.0 - 0.0] |      2
2073   |       58.33% |       +0.00% |        8.33% |            [0.0 - 0.0] |      2
2074   |       56.25% |       -2.08% |        6.25% |            [0.0 - 0.0] |      2
2075   |       64.58% |       +8.33% |        2.08% |            [0.0 - 0.0] |      2
2076   |       64.58% |       +0.00% |        2.08% |            [0.0 - 0.0] |      2
2077   |       81.25% |      +16.67% |       18.75% |            [0.0 - 0.0] |      2
2078   |       81.25% |       +0.00% |       18.75% |            [0.0 - 0.0] |      2
2079   |       77.78% |       -3.47% |       22.22% |            [0.0 - 0.0] |      2
2080   |       77.78% |       +0.00% |       22.22% |            [0.0 - 0.0] |      2
2081   |       77.78% |       +0.00% |       22.22% |            [0.0 - 0.0] |      2
2082   |       77.78% |       +0.00% |       22.22% |            [0.0 - 0.0] |      2
2083   |       77.78% |       +0.00% |       22.22% |            [0.0 - 0.0] |      2
2084   |       71.43% |       -6.35% |       28.57% |            [0.0 - 0.0] |      2
2085   |       71.43% |       +0.00% |       28.57% |            [0.0 - 0.0] |      2
2086   |       54.76% |      -16.67% |       11.90% |            [0.0 - 0.0] |      2
2087   |       54.76% |       +0.00% |       11.90% |            [0.0 - 0.0] |      2
2088   |       52.08% |       -2.68% |       14.58% |            [0.0 - 0.0] |      2
2089   |       54.76% |       +2.68% |       11.90% |            [0.0 - 0.0] |      2
2090   |       54.76% |       +0.00% |       11.90% |            [0.0 - 0.0] |      2
2091   |       54.76% |       +0.00% |       11.90% |            [0.0 - 0.0] |      2
2092   |       54.76% |       +0.00% |       11.90% |            [0.0 - 0.0] |      2
2093   |       54.76% |       +0.00% |       11.90% |            [0.0 - 0.0] |      2
2094   |       54.76% |       +0.00% |       11.90% |            [0.0 - 0.0] |      2
2095   |       46.43% |       -8.33% |        3.57% |            [0.0 - 0.0] |      2
2096   |       46.43% |       +0.00% |        3.57% |            [0.0 - 0.0] |      2
2097   |       41.43% |       -5.00% |        1.43% |            [0.0 - 0.0] |      2
2098   |       46.43% |       +5.00% |        3.57% |            [0.0 - 0.0] |      2
2099   |       45.00% |       -1.43% |        5.00% |            [0.0 - 0.0] |      2
2100   |       50.00% |       +5.00% |        0.00% |            [0.0 - 0.0] |      2
2101   |       50.00% |       +0.00% |        0.00% |            [0.0 - 0.0] |      2
2102   |       50.00% |       +0.00% |        0.00% |            [0.0 - 0.0] |      2
2103   |       41.67% |       -8.33% |        8.33% |            [0.0 - 0.0] |      2
2104   |       36.67% |       -5.00% |        3.33% |            [0.0 - 0.0] |      2
2105   |       36.67% |       +0.00% |        3.33% |            [0.0 - 0.0] |      2
2106   |       45.00% |       +8.33% |        5.00% |            [0.0 - 0.0] |      2
2107   |       45.00% |       +0.00% |        5.00% |            [0.0 - 0.0] |      2
2108   |       37.50% |       -7.50% |       12.50% |            [0.0 - 0.0] |      2
2109   |       37.50% |       +0.00% |       12.50% |            [0.0 - 0.0] |      2
2110   |       37.50% |       +0.00% |       12.50% |            [0.0 - 0.0] |      2
2111   |       50.00% |      +12.50% |       10.00% |            [0.0 - 0.0] |      2
2112   |       50.00% |       +0.00% |       10.00% |            [0.0 - 0.0] |      2
2113   |       50.00% |       +0.00% |       10.00% |            [0.0 - 0.0] |      2
